Category,restuaurants,rating,location_data,food_price,offer_data,food_item
breakfast,Hotel Nakshatra Inn,4.0,Kothapet,800,40% Off,Indian
breakfast,Shree Tatva Veg Restaurant,4.3,Raji Reddy Nagar,500,40% Off,North Indian
breakfast,Saffron Restaurant,3.6,Jubilee Hills,1200,35% Off,Multicuisine
breakfast,Native Katha,2.7,Madhapur,600,35% Off,Multicuisine
breakfast,Tree House	,3.7,L B Nagar,800,40% Off,Multicuisine
breakfast,Ulavacharu,4.9,Kukatpally,1000,35% Off,"Cafe, Coffee"
breakfast,White Teak Coffee Roasters,5.0,Kokapet,400,35% Off,Multicuisine
breakfast,Mazzo,3.7,Gachibowli,3000,45% Off,Multicuisine
breakfast,Serai Kitchen's,3.5,Hotel Deccan Serai,1600,25% Off,American
breakfast,Buffalo Wild Wings,3.0,Jubilee Hills,1900,35% Off,"Fast Food, Italian"
breakfast,Good Vibes Only Cafe,4.4,Manikonda,1000,35% Off,Indian
breakfast,Trinca Cafe & Bistro,4.0,Shankarpally,1000,55% Off,Multicuisine
breakfast,Chickpet Donne Biryani House Kokapet,4.0,Gandipet,500,55% Off,Multicuisine
breakfast,The Manohar Coffee Shop,4.0,The Manohar,1200,25% Off,"Andhra, South Indian"
breakfast,Vivaha Bhojnambu,2.9,Secunderabad,1400,50% Off,Multicuisine
breakfast,Space Brunch & Bar,5.0,Manikonda,1200,45% Off,"French, Indian"
breakfast,Nosh Epicure,4.0,Hitech City,2200,45% Off,European
breakfast,Casa D' Mocha,4.0,Madhapur,650,45% Off,Multicuisine
breakfast,Mamalola Penthouse,4.4,Nanakramguda,1500,50% Off,Multicuisine
breakfast,Panduga,5.0,Jubilee Hills,1000,55% Off,Multicuisine
breakfast,Ambaram The Rooftop Kitchen,4.0,Secunderabad,1000,50% Off,Multicuisine
breakfast,Dhaara Cafe & Bistro,4.2,Jubilee Hills,1200,55% Off,"Italian, European"
breakfast,Greens & More Spire,4.0,Hitech City,400,40% Off,Chinese
breakfast,Chinese Wok,4.0,Hitech City,600,40% Off,South Indian
breakfast,Raasa Cafe,4.0,Hitech City,300,25% Off,Indian
breakfast,Bezawada Junction,4.0,Kondapur,1000,40% Off,"Bakery, Desserts"
breakfast,Harley's Fine Baking,5.0,Nanakramguda,600,35% Off,European
breakfast,The Big Cup Theory,4.3,Madhapur,1000,35% Off,Multicuisine
breakfast,Cali Sizzlers,4.0,Jubilee Hills,1200,55% Off,Multicuisine
breakfast,Amara,4.5,Trident Hyderabad,5000,40% Off,"American, Tex-Mex"
breakfast,Chili's Grill & Bar,5.0,Hitech City,1400,40% Off,Multicuisine
breakfast,Sip N Screen Cafe,4.0,Hafeezpet,500,45% Off,Multicuisine
breakfast,Coal Spark,4.0,Gachibowli,800,35% Off,"Italian, Cocktail Menu"
breakfast,Barley & Grapes Cafe Microbrewery,4.1,Aero Plaza,2000,25% Off,Multicuisine
breakfast,Ironhill (Madhapur),4.0,Madhapur,400,35% Off,Multicuisine
breakfast,Adhirat Pure Veg,4.0,Madhapur,1000,35% Off,"Bakery, European, Coffee"
breakfast,Draak Espresso,4.0,Gachibowli,500,35% Off,Multicuisine
breakfast,Theth Masala (Tellapur),4.5,Lingampally,1600,40% Off,Fast Food
breakfast,Marley's Joint,3.6,Secunderabad,700,35% Off,Multicuisine
breakfast,Ukusa,4.8,Jubilee Hills,800,35% Off,Multicuisine
breakfast,Ambali Gampa,3.4,Hotel Taar Tangerine,1400,35% Off,Multicuisine
breakfast,Cafe Baatakani,4.5,L B Nagar,1000,35% Off,Multicuisine
breakfast,Alley 91 Bowling Bar,4.0,Financial District,1800,40% Off,Fast Food
